pop1,pop2
1990.481881,2495.02937
2017.137835,2505.239381
2014.481374,2494.502363
2001.536551,2500.177772
1989.202336,2495.354403
2004.00455,2521.061855
1991.278262,2505.840341
1996.274367,2509.03572
1978.433413,2494.860635
1995.037248,2480.809166
1987.87232,2512.932517
1990.45257,2483.874898
2003.00783,2496.220118
2015.645854,2492.807853
2009.453846,2499.56544
1971.523251,2508.789806
1991.012401,2491.686322
1990.38765,2523.122182
2011.276159,2508.540794
2010.23493,2515.325454
1977.070026,2507.896673
2016.527884,2518.946839
1996.479008,2517.157553
2012.410581,2517.595545
1991.436713,2496.689859
2003.900367,2521.077056
1988.71597,2515.336909
2007.293803,2473.059535
2003.5686,2509.21574
2011.44243,2510.553964
2006.209944,2505.08168
2000.335645,2488.826517
2012.425221,2474.652218
1993.293154,2493.442395
1989.905726,2500.78317
2016.615958,2502.775832
1996.562402,2489.275791
2006.519743,2498.870702
1995.080171,2484.995335
2012.601471,2479.046749
1996.107979,2522.211727
2009.34722,2489.913026
1982.147365,2506.396092
1995.881101,2488.690884
1992.271351,2501.700669
1987.660557,2514.645733
1986.549032,2506.43099
2000.239905,2492.105691
1998.614176,2512.103316
2010.48526,2483.920185
2005.50969,2483.569168
2013.084639,2487.327849
1982.118548,2500.250779
1982.833022,2507.340689
1995.671548,2513.583238
1974.512749,2482.939121
1985.982957,2498.285776
2005.179222,2481.584384
2010.699156,2497.492749
1995.789857,2497.381752
1985.81323,2524.886991
2001.994325,2481.19698
2022.869031,2499.192575
2008.48578,2503.527657
1996.712837,2501.563658
1990.461977,2519.014225
2017.987236,2511.856685
1991.572795,2499.147884
2009.080163,2507.023842
2006.075357,2500.326433
1995.0591,2501.149073
1997.90744,2530.753365
1993.493756,2514.549599
2018.204974,2497.701341
1993.861413,2502.039149
1984.997752,2498.358668
1995.092631,2485.727829
1983.517669,2489.961512
2021.006168,2497.465402
1995.426137,2494.441961
2011.525836,2498.055163
1980.090473,2506.041085
2016.981482,2504.420451
1998.823832,2504.754751
2005.306588,2496.405993
2017.860204,2502.808088
1995.115654,2500.009666
2019.132764,2494.012052
2007.697639,2503.192097
2007.854969,2506.108446
2004.812676,2483.549277
2006.762667,2504.8354
2020.264653,2485.28654
1993.292425,2484.853094
2011.130666,2504.567735
1989.457385,2492.58704
2009.385209,2513.341251
1993.547082,2505.854871
2005.088241,2512.287475
1997.263013,2506.26462
1989.156336,2488.396017
1999.563397,2501.758662
2003.397175,2507.513918
2016.313884,2499.407033
2002.634822,2489.938551
2011.849336,2496.29736
1996.938212,2520.800722
1998.756423,2509.403628
1999.190716,2507.888292
2005.037986,2499.076182
1983.356867,2515.640357
1996.061522,2496.006041
2018.631014,2516.746635
1991.64914,2507.004261
2018.97956,2498.901683
1975.687887,2498.470504
2015.674541,2499.664208
1997.645312,2491.859742
1981.290174,2506.126067
2004.037844,2499.584337
2008.825123,2519.053923
2010.475414,2502.08693
1992.08192,2517.269268
1972.583857,2500.996315
1999.328271,2498.905107
2028.449048,2503.610077
1991.403225,2480.378818
2009.919512,2492.369113
2002.637295,2498.884298
1994.171813,2473.495291
2001.905426,2512.279752
1991.882143,2512.426089
2003.054882,2514.322813
1976.582085,2513.705442
2005.859092,2500.400434
1998.668783,2504.342063
1992.006525,2502.587578
2015.94507,2488.411108
1977.038897,2503.346899
2002.0311,2483.296214
2004.343421,2487.079695
1960.699197,2517.364242
1985.78708,2490.524209
1995.017264,2487.83653
1979.144316,2494.242118
1992.011814,2481.709495
2003.173709,2508.838639
1985.958493,2508.613709
2003.65942,2499.526303
2000.654421,2494.158185
1986.077862,2508.373597
1998.063664,2513.699942
2026.688055,2506.646416
1985.615836,2503.971436
2002.046315,2500.446593
2012.478021,2489.423197
2005.288083,2497.768812
2013.574281,2497.063144
1994.65177,2487.920581
2012.392444,2494.289333
1974.278344,2505.455505
1992.478386,2508.426046
1984.922134,2503.180198
2000.718521,2487.186159
1986.683826,2507.947191
1974.699882,2499.494641
2000.869394,2492.522685
1991.123044,2497.654167
2005.67916,2503.452047
2010.876269,2497.545127
1993.58928,2498.290916
1990.405707,2501.542529
2006.628905,2502.069621
1996.97478,2496.890026
2006.963107,2468.394444
1994.754512,2480.202961
2003.174403,2500.065125
1981.773573,2524.055991
2001.920021,2490.797403
2004.732559,2497.0827
2016.983079,2495.300149
1990.124304,2501.664807
2010.389989,2522.758743
1994.448917,2500.223048
2009.428129,2485.287738
1969.275398,2489.771916
2001.141025,2490.160262
2005.411006,2515.534337
2002.94874,2480.760672
2016.351995,2497.200212
1985.938258,2516.723754
2002.034753,2504.576595
1993.60036,2499.088974
2027.583056,2507.830511
1993.496833,2507.352059
2003.855907,2492.327253
1998.662788,2512.088306
2008.220119,2511.78613
2015.702616,2490.969549
2003.662643,2494.654293
2006.560284,2503.007816
1996.002335,2510.3201
2009.158742,2491.581412
1999.933144,2507.322328
1984.654811,2483.783589
2004.513804,2519.11257
2013.897136,2490.691332
2006.145469,2487.867577
1999.383969,2499.452874
1984.56547,2516.055229
1984.129636,2516.019112
2021.711127,2483.352554
1974.485476,2503.779262
1970.647828,2509.01094
1987.548237,2507.358587
1997.857046,2491.749721
2013.949016,2489.929494
2011.544555,2488.134533
2005.465101,2514.802234
1971.752261,2509.365055
1996.213468,2509.511365
2029.815527,2507.652731
1986.131031,2508.853772
1998.929261,2502.631719
1996.475819,2503.76888
2007.753915,2487.832678
2014.903783,2497.651073
2006.771339,2513.438192
2009.518722,2500.306283
2012.291475,2505.484006
1992.903614,2502.453712
1992.590456,2509.003396
1996.968543,2526.445892
2019.608991,2519.63678
2004.641816,2508.97028
1979.310252,2502.761218
2005.263854,2494.936107
1987.156778,2502.167671
1993.612945,2489.435592
1993.42955,2506.236245
1979.477951,2501.165807
2009.148987,2487.446607
2003.796654,2477.556612
2013.280024,2490.086494
1992.879412,2485.247424
2021.505719,2471.769214
1999.045185,2489.47454
1997.19762,2476.333656
1994.202462,2506.23318
1990.434567,2501.895573
2008.006924,2506.424111
1999.106776,2509.431517
1997.547572,2500.510429
2027.178952,2506.297759
2016.017968,2487.706236
2008.929579,2504.249148
2000.132053,2503.569912
1989.55393,2512.308059
2020.346558,2492.746148
1990.004364,2518.845858
2001.810858,2494.611034
1985.738123,2504.98694
1973.205213,2497.99085
1980.609901,2508.959245
1991.245925,2481.560265
1985.028302,2508.504623
2003.464724,2484.816067
2013.684503,2504.82362
1988.690874,2502.77463
1999.279808,2479.139438
2008.539078,2507.044079
2002.842834,2497.186789
2010.233422,2510.783192
1981.000776,2495.835683
2006.131488,2479.768178
1995.43527,2490.592106
2006.666724,2528.799033
1990.4013,2493.366846
2008.247969,2491.847101
1989.401907,2518.803037
1986.679865,2521.071063
1997.140861,2497.321875
2006.107526,2488.488092
1990.272281,2514.795534
2006.816933,2521.024559
1995.951502,2510.0558
2000.183835,2508.593839
2007.580021,2487.174815
1992.960316,2493.973178
1999.058101,2499.19127
2026.713131,2502.507048
1985.346373,2508.624064
1994.548883,2483.366854
2013.454812,2512.474605
1994.943502,2507.323754
1985.355125,2492.992673
2014.227973,2492.310305
1994.053153,2507.475461
2009.870314,2502.208514
1978.076992,2502.657928
1990.810085,2482.124629
1997.476872,2507.069289
2000.649044,2494.233603
1991.991133,2479.148305
2007.329468,2498.728388
1980.330977,2492.279125
1995.207861,2507.526914
1998.560557,2491.729848
2003.169108,2493.265379
1981.631395,2498.956543
1991.192866,2479.422362
2008.690058,2541.166062
2018.874653,2530.972485
2002.493063,2513.718245
1998.429872,2513.189605
1997.866748,2520.691153
2000.961819,2509.335138
2001.17068,2508.676518
2011.296642,2496.954555
2011.672133,2504.265558
1974.538059,2490.322155
1995.877317,2494.10607
1998.256927,2515.827088
2010.626975,2494.514066
1999.94542,2496.217336
2007.952736,2503.528816
2015.467232,2505.413465
1989.119788,2502.665099
2009.264176,2517.284924
2009.99544,2513.181278
1981.08809,2486.003007
2018.587228,2482.153787
2011.980984,2507.218328
2000.56503,2512.443027
1981.453643,2502.115859
1987.136372,2517.438485
1997.975992,2499.314916
2034.227817,2508.803757
2005.611804,2517.270322
2021.839172,2489.379567
2006.218239,2504.372624
2008.34528,2498.984386
1993.701486,2488.817766
1999.462455,2516.220424
2000.001343,2489.461563
1998.129327,2505.091743
1993.969516,2499.35579
2012.694048,2473.373525
2002.696225,2498.382352
1986.626036,2497.683257
1990.137621,2503.947243
2008.2524,2504.405402
2021.166776,2491.914538
1998.127889,2491.762546
1981.526322,2515.39241
1992.629449,2500.926734
2000.361795,2508.936753
2013.978894,2479.344327
1990.731208,2491.374546
1989.574353,2516.010282
2021.792915,2501.440378
2000.341257,2481.519598
1992.971267,2460.948533
2000.305089,2493.519418
2009.037617,2510.224791
1994.845597,2505.037571
2008.944752,2485.324778
1994.21144,2490.796048
2005.035511,2496.166137
2021.432473,2497.622978
2019.775067,2485.796677
2003.656837,2509.246181
1986.595961,2487.850641
2017.734028,2508.431661
1976.32523,2475.91495
2003.584126,2482.399615
1999.420124,2490.631078
2000.475972,2487.500185
1985.865302,2494.58088
1990.343519,2504.49623
2017.066042,2518.853468
2005.524141,2511.20226
1998.145756,2483.504122
2021.333131,2488.575726
2014.820508,2493.015193
2008.547221,2493.63414
2008.668561,2504.752086
1999.362103,2505.800058
2002.653669,2506.730989
1993.110744,2489.143981
2002.38054,2527.74563
1993.597614,2515.174994
1998.027034,2501.206728
1994.244603,2509.739554
2006.012566,2481.13316
2003.3465,2480.165956
2002.349071,2514.564431
1986.048689,2505.396524
2011.507842,2478.417212
1992.698396,2493.144079
1989.317413,2500.688905
1995.169292,2489.813349
1992.700092,2498.970096
2019.226706,2490.479174
2005.184074,2500.49742
1989.108122,2514.371258
1984.558142,2478.240244
1997.548583,2493.762297
2021.590611,2502.894965
1989.091631,2488.201242
1986.910456,2498.851012
2017.315188,2490.21538
2025.529674,2453.654231
2026.800114,2498.186175
1976.058545,2480.712393
1987.479096,2489.383958
2006.429668,2519.629447
2008.443453,2505.000562
2024.731797,2502.005274
1997.437404,2504.272262
1991.427604,2519.876048
2010.702422,2486.473952
2003.25783,2512.632683
2005.61489,2496.802985
1988.103392,2498.517366
2005.903866,2489.656079
2009.157943,2474.24366
2009.845973,2505.210873
2003.009918,2515.048561
2003.239576,2499.976393
2007.945886,2489.310996
1978.944442,2491.50444
2008.030263,2497.850971
1989.797243,2504.984266
2012.01673,2496.083727
2002.768962,2484.754954
2019.185011,2503.773735
2000.82609,2509.021357
1996.470181,2496.892957
2006.929583,2495.552915
1998.256261,2508.007332
1992.811494,2500.999834
2024.557122,2492.505971
1985.719061,2503.165412
1989.085397,2501.57963
1999.163289,2496.845405
1991.183166,2500.833573
2003.838828,2502.094177
1998.607198,2526.73168
2014.290913,2491.764301
1995.621316,2495.388007
2017.933733,2513.529626
2013.381558,2493.515491
2004.053342,2502.046407
2018.258482,2502.449711
1983.987183,2503.015214
2025.508,2503.714355
2000.654373,2497.029965
1998.151933,2483.592758
1960.520549,2501.824172
2011.362587,2501.852525
1997.138923,2480.618938
2022.320412,2483.430012
2005.761615,2512.378765
1975.735156,2470.599423
2013.625358,2507.939889
2008.479991,2496.196173
2020.494995,2475.767438
1992.730761,2520.892828
1988.780636,2472.617387
2009.755406,2496.679845
1992.162442,2495.187201
2001.014114,2518.955792
1980.165039,2502.588498
2011.724689,2492.668996
1986.418088,2509.877548
2002.202502,2504.84803
2013.681541,2510.399134
1987.168941,2491.702366
1967.859957,2500.744926
2020.069573,2507.705309
1996.510248,2514.054917
1985.101214,2496.676779
2015.987615,2483.354414
1991.628624,2497.804604
1991.687077,2503.936783
1991.00744,2508.470155
2002.788232,2505.888324
2022.689597,2508.000257
1988.826298,2502.511659
2010.663976,2523.763073
1992.659791,2505.936197
2013.70981,2518.158356
1995.71078,2498.618719
1997.86706,2498.329328
1995.668313,2493.024516
1982.417611,2505.88656
2009.442527,2494.055858
1996.761934,2475.782329
2003.32559,2510.358968
2010.582488,2471.398191
1989.83652,2495.536337
1996.492823,2494.190054
2004.276199,2508.076177
1990.490888,2502.506495
1980.280616,2496.324755
2002.979688,2489.86118
1993.051736,2535.774883
2026.033028,2500.953688
1997.761332,2505.159583
1984.802485,2482.278269
1999.137021,2496.243878
1992.401921,2499.204277
1987.602072,2505.80746
2019.978149,2485.89722
1987.926086,2475.537291
2003.214096,2488.206864
2004.165265,2494.738725
2009.090828,2507.761551
1992.418356,2516.676192
2012.618262,2501.019939
2019.093028,2498.319453
2001.694637,2464.018471
1995.822102,2516.196953
2011.753032,2492.415358
1993.029149,2481.176566
2022.907549,2507.35189
2007.593827,2502.300451
1999.674905,2494.659395
1998.202813,2489.871664
2021.652658,2474.340019
1973.904103,2509.471981
2003.0755,2503.055898
2005.603767,2503.964739
2005.34334,2502.756354
2009.757989,2483.199424
2006.219589,2504.52991
1985.962135,2516.40972
2001.013036,2525.363516
2001.705035,2494.832303
2019.263792,2504.914565
1989.673018,2517.21341
2009.257118,2504.709882
2009.281783,2529.077448
1999.324006,2491.794155
1997.656132,2516.141712
1988.640793,2474.969125
1992.752797,2494.941488
1988.768592,2512.901844
2015.492473,2484.374833
1986.669955,2505.438475
2025.469508,2494.14601
2009.099395,2510.547504
1975.670352,2498.852539
1998.566065,2501.567344
2010.887771,2501.284749
2014.019985,2500.231252
2011.949438,2501.570787
2012.97707,2518.736151
2006.369277,2502.403609
2014.98197,2488.457722
2007.64667,2505.568819
1995.186824,2513.512846
2008.986259,2511.044642
2003.327054,2511.297669
2030.980129,2481.210031
2005.247123,2509.21884
2007.253158,2502.264754
1981.351119,2488.650048
2007.370257,2493.898101
2017.88706,2498.968396
2017.396646,2504.420338
1979.164404,2507.445009
2010.504606,2485.716408
1991.028568,2481.596939
1991.705708,2523.141559
1995.280332,2518.795463
2001.9333,2517.232637
2019.388243,2493.528469
2022.965946,2492.102585
1991.034158,2502.353951
2007.415703,2531.393102
1991.571449,2513.224539
1988.668675,2504.722935
1993.534924,2475.036028
2006.004434,2492.095809
2019.774972,2487.659049
2014.361319,2498.590202
2006.77894,2488.815403
2028.813835,2513.940238
1998.951059,2487.088569
1997.178016,2484.756993
1992.782525,2507.989792
2009.554577,2513.817712
1997.754971,2490.992471
1991.729479,2477.901964
2015.867686,2500.48027
1989.708262,2496.965872
1974.48352,2511.883885
1971.981997,2499.392219
1993.378987,2481.498839
1998.151817,2496.324782
1984.279147,2498.495389
1993.100154,2509.530231
2008.002098,2493.188369
1998.999585,2492.97615
1995.12536,2503.047566
1983.141202,2495.971873
2016.529998,2509.032212
2009.035456,2498.894423
2009.812944,2506.899988
1997.310435,2501.793428
2013.923388,2504.28651
1980.078495,2483.786864
2012.374181,2496.503586
2009.609966,2486.18312
1996.820222,2485.546556
2009.104849,2498.734085
2001.425231,2495.737629
1989.365282,2496.413299
1979.189187,2491.59406
1965.332975,2524.43714
2008.581567,2482.840787
2019.149182,2503.270953
2004.258686,2483.672474
2000.960753,2493.378716
2003.535627,2485.896076
2021.98662,2499.676675
2015.023498,2504.696446
2001.098474,2519.995262
2007.825933,2525.467776
1983.082349,2509.157579
1992.806472,2496.280434
2012.87929,2482.041419
1987.499982,2479.836272
1999.187722,2484.621095
2003.921201,2502.223917
1996.509369,2512.628325
1998.18636,2489.416405
1980.734047,2500.789707
1995.621845,2496.316118
2012.996611,2511.178657
2006.240411,2490.816618
2014.633909,2498.601411
1981.8262,2496.330569
1976.905457,2497.095533
1998.083962,2509.243477
2009.219552,2500.394293
2004.306831,2494.400621
1991.861487,2483.052801
2006.240949,2510.936206
2009.200125,2502.112455
1987.372076,2484.456442
2001.323835,2484.050669
1996.704195,2496.460646
1994.818194,2488.938607
2013.266397,2493.380709
2011.531384,2492.121561
1992.272621,2504.575265
1982.869002,2500.003836
2013.357202,2501.871276
2018.935203,2482.033647
2001.032884,2510.075809
1980.111237,2490.404464
1998.287166,2504.539409
2016.851206,2511.162479
1985.011359,2501.221402
2013.27375,2491.387542
2001.619675,2517.451572
2000.625569,2506.447256
2001.283651,2480.489635
1999.610613,2522.313117
2001.913281,2468.71402
1990.442248,2491.498713
1998.256384,2522.372871
1991.104658,2478.776128
1986.108837,2502.623757
2003.721019,2478.905204
1990.673589,2493.508091
1999.465597,2490.841016
1999.918053,2501.951503
1995.62125,2483.939169
2001.962327,2481.866622
1982.190753,2493.721338
1993.038011,2526.139543
1989.097653,2495.476883
2011.856814,2500.518084
1996.553939,2505.805472
2011.375323,2488.786775
1984.477482,2514.388106
2000.684884,2509.069599
2003.73034,2497.85817
1997.497127,2518.40433
1996.173913,2494.537208
2012.526478,2469.097634
1989.333288,2489.407123
1979.069654,2508.72319
2016.784865,2494.201332
1997.731012,2489.132249
2006.831225,2510.642295
1985.789598,2509.064646
2015.248724,2511.345824
2011.780954,2501.422804
2008.233855,2515.756468
2019.730396,2481.493864
2014.814067,2480.001518
1998.322827,2503.921554
2003.667633,2514.572517
2014.499224,2498.088965
2004.185209,2504.533338
1993.198414,2488.786076
2000.586879,2479.893642
2001.169065,2509.554407
2000.5486,2512.59495
1996.519194,2516.429193
1991.354208,2501.201748
1999.775369,2490.167837
1981.283434,2491.713332
1984.587969,2504.262654
1993.396881,2510.142465
2015.93962,2498.448728
2002.432824,2489.693832
1991.974612,2509.203101
2017.478923,2491.636275
1985.662577,2477.660172
1999.81276,2482.40897
1995.68192,2516.774957
2007.473407,2502.143792
1998.618992,2499.250598
1989.485717,2496.578507
2001.42155,2504.564925
2003.487911,2517.915849
1992.950403,2501.827096
2012.642167,2520.057751
1988.102513,2512.811471
2005.620247,2490.024976
1993.549724,2494.64939
1996.659158,2498.882964
2022.643404,2521.644697
1986.233546,2490.580829
2007.216294,2499.730307
2014.174454,2496.249683
2007.909147,2503.540597
2004.411387,2501.100305
2012.31628,2504.902778
2002.126709,2501.771641
2017.457979,2499.167788
1999.069808,2505.338579
1986.85212,2488.990748
2022.003436,2503.632743
2001.847289,2486.394428
1985.801902,2500.544527
1994.504776,2498.32725
2000.598932,2483.959134
1998.574935,2503.24694
1986.769668,2510.7761
2008.927412,2493.250761
2011.239896,2487.407831
2018.490576,2483.980767
2022.60967,2494.253569
2013.60586,2497.039732
2002.089155,2501.758446
1995.008076,2479.713924
1998.756304,2499.235523
2003.262149,2495.716803
1962.321423,2506.406696
2016.053493,2524.60146
1984.729721,2510.790329
1973.994952,2507.115873
1995.458126,2503.111902
2003.16494,2496.431622
1995.760066,2499.05119
1978.246061,2491.881324
1994.68412,2507.564851
1995.976804,2511.428561
1975.635269,2516.255334
1996.448354,2520.684647
2006.109547,2501.536174
1968.388289,2509.130259
2000.004836,2491.570468
2014.731742,2490.102461
1995.12726,2493.145695
2004.915059,2523.068138
2000.005453,2498.465607
1993.628499,2465.702822
2018.791127,2503.022705
1978.822046,2512.139716
1998.221246,2500.37611
1998.258082,2490.184262
2016.8418,2498.392923
1985.704605,2483.55516
2008.452247,2507.106802
2005.256771,2474.429975
1998.05585,2489.977565
1978.629689,2505.732011
2005.33191,2513.684892
1995.187465,2496.160554
1990.170041,2514.697463
1977.802274,2506.407492
1990.383852,2489.127189
1977.039091,2490.901141
2001.37928,2465.509786
1991.561468,2492.580742
2013.720329,2525.629449
2018.753714,2501.879138
2015.187736,2490.010802
1984.169152,2511.28418
2005.058725,2488.066355
1989.605197,2493.775933
2003.745345,2481.745421
2011.30361,2513.425519
2008.013213,2506.459631
2007.399047,2500.369938
1997.742466,2493.580834
1972.868535,2506.35412
2039.752308,2501.247009
1997.265331,2505.842987
1987.461546,2494.468958
1989.883437,2494.260688
1995.711072,2506.949869
1989.363562,2495.602339
1983.360817,2507.077994
2026.10222,2508.823182
2004.34093,2508.159065
1978.280316,2506.649021
2005.793294,2481.71772
2022.752006,2506.395093
2008.145553,2490.807775
1984.547622,2480.558483
2016.969511,2495.299503
2006.491779,2483.036153
2023.498656,2509.028067
2014.978736,2514.041785
2005.607287,2489.640921
2016.792171,2493.782038
1996.230733,2496.074878
2011.62237,2511.189732
2001.067061,2516.861237
1983.510328,2498.827506
1996.769486,2494.278327
1992.25234,2512.603445
2013.384536,2473.368622
2006.140391,2508.551742
2002.971696,2486.368971
1993.006539,2491.743058
1989.330617,2501.870508
1996.995795,2502.833523
2012.640958,2484.91706
1977.72597,2485.107089
2004.545994,2491.189272
1986.634107,2494.319923
2009.979545,2475.729936
2007.669176,2522.00785
2001.873892,2510.586619
1998.415185,2497.43812
1997.8561,2499.475111
2002.216803,2504.91649
1990.424565,2493.614412
2010.145739,2499.502283
2002.968744,2500.388265
1980.769719,2508.058212
2002.577265,2487.610922
1989.665524,2502.018684
2012.183987,2501.615513
2013.111129,2480.989364
1986.597306,2510.026646
1986.494631,2509.450408
2007.186956,2498.063477
1996.523853,2500.16457
1990.296449,2492.98922
2005.175701,2524.468821
2011.724249,2531.574789
2010.964994,2489.097576
1997.022377,2492.168582
1999.530734,2512.353655
2002.718235,2508.432908
2027.669008,2508.674101
2015.871912,2518.915112
1984.521603,2475.74362
1988.226946,2501.112246
1985.868484,2508.168583
1990.146182,2501.33491
2014.376421,2489.536811
1995.457754,2479.60682
2000.377637,2497.442234
2004.086781,2514.764928
2018.055555,2503.865496
2009.720201,2495.547882
1995.483242,2505.010103
1985.433014,2518.826716
2014.354701,2506.399843
1989.798998,2488.301675
2014.046408,2508.00955
2012.942604,2478.420944
1990.084133,2491.280643
2005.994337,2507.602617
2015.061816,2504.574361
2011.527751,2511.763425
2000.74451,2481.203901
1987.648458,2509.019409
2021.175005,2518.374216
2013.122278,2504.468775
2013.697379,2501.013683
2008.221517,2498.770545
2004.845395,2507.847683
1982.103722,2493.289164
2002.913403,2527.340928
1998.254313,2508.529375
1995.062734,2482.19784
1980.09336,2494.054174
2010.845161,2503.127061
2003.780315,2501.733038
2011.674817,2491.515122
2013.950459,2512.362989
2003.675988,2495.799411
1991.53523,2506.519481
2016.416743,2500.019762
1999.313295,2516.294743
2012.189275,2501.4965
1998.911413,2512.617802
1974.413006,2488.552183
2003.341607,2492.966782
1982.471168,2507.160994
1998.430452,2482.271262
1986.831282,2512.146644
2004.154973,2518.683452
2013.321047,2499.635902
2004.298405,2500.767323
2006.287386,2508.091304
1992.417881,2491.250221
2006.874719,2476.01457
2007.902059,2508.276329
2011.438078,2502.969443
2001.024587,2498.906098
2017.619187,2494.564806
2034.316411,2487.815032
1994.148093,2514.49559
1994.630044,2494.421639
1990.700607,2508.766173
2004.146177,2491.653459
2007.563048,2514.758937
1980.778922,2498.716766
1962.298293,2500.740487
2006.26921,2490.893278
2020.982676,2480.157881
1993.039789,2509.78597
2018.215724,2494.878382
1993.759656,2525.001702
1977.302625,2485.932947
1982.355671,2515.866269
2017.926467,2501.833579
1987.90137,2499.008028
1992.517298,2499.057703
2001.24281,2494.218404
2045.638679,2497.24133
2005.576562,2496.148601
1995.034874,2518.059383
1986.541269,2487.037906
2005.572062,2510.444103
1997.944274,2494.901997
2000.746591,2509.230992
2002.879045,2491.37558
1988.559759,2517.50648
1992.868214,2484.112421
2022.23335,2496.369759
1983.103858,2507.737622
2002.439776,2495.603884
2010.168783,2509.627332
1994.10059,2510.424351
1986.413674,2508.752871
2000.184088,2496.654233
2007.312223,2486.125697
1997.989802,2485.937294
1978.894749,2505.110755
1973.020993,2490.104259
1978.129399,2486.040703
1989.205915,2487.026357
1984.737341,2502.969293
1998.656175,2515.010153
1971.709796,2493.074186
2020.315506,2490.941694
2003.979096,2499.514416
2016.346842,2502.122683
2002.678808,2514.514063
2001.506631,2510.506445
2000.105709,2529.174307
1990.218231,2490.250645
1988.85765,2500.198828
1993.953691,2512.166457
2001.09889,2485.154204
1987.021181,2487.205128
2014.722779,2508.615033
1985.565065,2489.336513
1981.463481,2500.956591
1979.206259,2494.749685
2002.124284,2496.864545
2005.027436,2515.843964
1993.186958,2496.868699
1988.677676,2496.942048
1994.062908,2512.955898
1981.824196,2506.52213
1998.177458,2491.515128
2016.497509,2492.571133
2009.902001,2486.968114
1997.026357,2483.529655
1977.700506,2497.476934
2009.641348,2494.521614
1984.822274,2496.180164
2038.121769,2491.14527
1995.40523,2511.085756
2011.080313,2501.321498
2002.999862,2486.986127
1982.760332,2499.583197
2001.366821,2471.504869
2005.373453,2519.373358
1990.560303,2503.664378
2012.278853,2495.390251
2002.286032,2499.626074
1986.283426,2482.135183
2005.652256,2494.223167
1997.604476,2503.262301
2011.815329,2509.848027
1984.295185,2503.353679
1984.430794,2508.935587
1995.493168,2503.732136
1976.402019,2528.981036
1990.288135,2502.471405
2012.19026,2498.650709
1997.091335,2508.222358
2016.984764,2498.174089
1998.559862,2489.660568
1983.99646,2504.802053
2018.49928,2489.335525
1990.15633,2488.208658
2002.204812,2499.101715
2013.300083,2501.032889
2013.876449,2497.587679
2008.286424,2502.532263
2009.508154,2485.143225
1998.637635,2495.372884
1990.613593,2498.435164
2007.183045,2504.549919
2013.869223,2477.133329
2000.84551,2475.340537
2005.316703,2490.613228
1999.163156,2488.361563
1995.880541,2520.535708
1992.421157,2489.647973
1981.720446,2493.053814
2002.733992,2505.644408
1987.037632,2496.673048
1956.274822,2511.409992
